word,times_added,times_removed,net_change,cluster
persons,16,16,0,0
n,16,54,-38,0
stryker,16,16,0,0
considered,16,15,1,0
transgenderism,16,16,0,0
new,16,22,-6,0
int,16,16,0,0
en,17,29,-12,0
gov,9,14,-5,0
au,18,18,0,0
american,18,19,-1,0
colspan,18,26,-8,0
health,19,21,-2,0
dead,19,22,-3,0
july,19,20,-1,0
icd,19,19,0,0
dog,20,20,0,0
voted,0,1,-1,0
brunei,0,1,-1,0
travel,0,7,-7,0
guadeloupe,0,1,-1,0
civil,6,7,-1,0
modifications,5,5,0,0
processes,5,5,0,0
david,5,5,0,0
press,6,12,-6,0
journal,6,8,-2,0
slovakia,6,13,-7,0
thailand,6,7,-1,0
expression,6,14,-8,0
br,6,9,-3,0
luxembourg,6,7,-1,0
treatment,6,8,-2,0
government,6,7,-1,0
typically,5,4,1,0
gaystarnews,6,1,5,0
dates,6,6,0,0
practice,6,23,-17,0
assignment,6,6,0,0
reassignment,6,13,-7,0
dmy,6,6,0,0
genero,6,7,-1,0
pt,6,7,-1,0
varies,6,11,-5,0
country,7,10,-3,0
therapy,7,10,-3,0
pending,7,7,0,0
healthcare,5,8,-3,0
incorporate,5,5,0,0
proyecto,5,6,-1,0
aspects,5,5,0,0
matters,5,5,0,0
subsequent,5,5,0,0
markel,5,5,0,0
d,5,5,0,0
asamblea,5,5,0,0
reuters,5,8,-3,0
identification,5,10,-5,0
forward,5,7,-2,0
peru,5,6,-1,0
association,7,11,-4,0
used,5,5,0,0
qcostarica,5,5,0,0
india,5,7,-2,0
gouvernement,5,5,0,0
reform,5,8,-3,0
tied,5,5,0,0
prsindia,5,5,0,0
bodies,5,5,0,0
card,5,5,0,0
said,5,4,1,0
latest,5,9,-4,0
ilga,5,9,-4,0
conform,8,8,0,0
pages,8,10,-2,0
identities,8,8,0,0
book,8,8,0,0
prince,8,8,0,0
susan,8,8,0,0
don,8,8,0,0
meyerowitz,8,8,0,0
umbrella,8,8,0,0
issue,8,8,0,0
body,8,8,0,0
self,8,13,-5,0
legend,8,9,-1,0
valentine,8,8,0,0
bevan,8,8,0,0
sidebar,9,9,0,0
archived,9,1,8,0
unknown,9,39,-30,0
services,9,9,0,0
p,9,10,-1,0
copy,9,1,8,0
la,9,10,-1,0
transsexuals,9,9,0,0
individuals,9,11,-2,0
entity,9,9,0,0
identidad,9,9,0,0
scotland,7,14,-7,0
c,7,8,-1,0
location,7,8,-1,0
jurisdictions,7,8,-1,0
categories,7,7,0,0
l,7,7,0,0
aspx,7,9,-2,0
hong,7,15,-8,0
issues,7,8,-1,0
laws,7,10,-3,0
sterilization,7,24,-17,0
kong,7,15,-8,0
lu,7,7,0,0
lesterfeder,1,1,0,0
file,7,13,-6,0
roles,7,7,0,0
reject,7,10,-3,0
community,7,7,0,0
medical,7,9,-2,0
incongruence,7,8,-1,0
protection,8,8,0,0
broader,8,8,0,0
movement,8,16,-8,0
alegria,8,8,0,0
possible,8,7,1,0
abolishing,1,1,0,0
siktiriin,1,1,0,0
georgia,1,1,0,0
learn,1,1,0,0
cbnnews,1,1,0,0
firstnews,1,1,0,0
church,1,1,0,0
bolivia,1,2,-1,0
causes,1,1,0,0
incorrect,1,1,0,0
propensity,1,1,0,0
united,1,7,-6,0
yahoo,1,1,0,0
sainty,1,1,0,0
haga,1,2,-1,0
religion,1,1,0,0
poselski,1,1,0,0
comunicacion,1,1,0,0
greatly,1,2,-1,0
equal,1,1,0,0
meaningless,1,1,0,0
format,1,1,0,0
hl,1,1,0,0
projects,1,2,-1,0
criminalized,1,2,-1,0
county,1,0,1,0
adopts,1,4,-3,0
process,1,1,0,0
del,1,1,0,0
decreto,1,3,-2,0
kti,1,1,0,0
reconocimiento,1,1,0,0
romania,1,2,-1,0
sections,1,1,0,0
siktim,1,1,0,0
accepts,1,1,0,0
evlatliktan,1,1,0,0
positiveimpactmagazine,1,1,0,0
desire,1,1,0,0
lov,1,2,-1,0
search,1,1,0,0
polands,1,1,0,0
review,1,2,-1,0
independent,1,1,0,0
campaign,1,1,0,0
americas,1,1,0,0
zee,1,1,0,0
include,1,1,0,0
federation,1,1,0,0
bermekten,1,1,0,0
transformation,1,1,0,0
worlds,1,1,0,0
lgbti,2,3,-1,0
commentisfree,1,1,0,0
colombias,1,1,0,0
areas,1,3,-2,0
opposed,1,1,0,0
wareham,1,1,0,0
idproposicao,2,2,0,0
just,2,4,-2,0
proposicoesweb,2,2,0,0
agency,2,4,-2,0
legislation,2,2,0,0
state,2,2,0,0
corporation,2,2,0,0
tait,1,1,0,0
bans,2,3,-1,0
leading,2,5,-3,0
delusions,2,2,0,0
widely,3,3,0,0
abc,2,2,0,0
equality,2,3,-1,0
asambleanacional,2,2,0,0
hi,2,2,0,0
printrelease,2,2,0,0
broadcasting,2,2,0,0
sin,2,2,0,0
service,2,2,0,0
junio,1,1,0,0
sid,1,1,0,0
cambio,1,2,-1,0
consequently,1,0,1,0
case,1,4,-3,0
trate,1,1,0,0
trust,1,1,0,0
views,1,1,0,0
equalityhumanrights,1,1,0,0
sapo,1,1,0,0
amends,1,1,0,0
buzzwords,1,1,0,0
cis,1,1,0,0
groom,1,1,0,0
barford,1,1,0,0
city,1,2,-1,0
animals,1,1,0,0
austlii,1,1,0,0
reason,1,0,1,0
believe,1,1,0,0
ki,1,1,0,0
needed,1,0,1,0
sterilizing,1,0,1,0
ante,1,1,0,0
lane,1,1,0,0
lanesainty,1,1,0,0
projekt,1,1,0,0
washington,1,1,0,0
norways,1,1,0,0
bi,1,1,0,0
grant,1,0,1,0
iniciativa,1,1,0,0
thehindu,1,1,0,0
prs,1,1,0,0
feb,1,1,0,0
publicada,1,1,0,0
haklarl,1,1,0,0
uy,1,1,0,0
haudhry,1,1,0,0
cljlaw,1,1,0,0
recognise,1,1,0,0
bo,1,1,0,0
vanessa,1,1,0,0
officers,1,1,0,0
judges,1,1,0,0
good,1,1,0,0
ban,1,8,-7,0
needn,1,1,0,0
shanghaidaily,1,1,0,0
om,1,2,-1,0
chile,1,2,-1,0
group,1,1,0,0
gr,1,1,0,0
australia,1,2,-1,0
lens,1,1,0,0
scribd,1,1,0,0
jstor,1,1,0,0
wcm,1,1,0,0
feature,1,1,0,0
viewing,1,1,0,0
english,1,3,-2,0
applicable,1,1,0,0
subjected,1,1,0,0
abs,1,1,0,0
atlas,1,1,0,0
paper,1,1,0,0
redd,1,1,0,0
bulletin,1,1,0,0
len,1,1,0,0
elpais,1,1,0,0
series,1,1,0,0
ru,1,1,0,0
cringe,1,1,0,0
behaved,1,1,0,0
robert,1,1,0,0
ministry,1,1,0,0
examintions,1,1,0,0
thestar,1,1,0,0
ruled,1,2,-1,0
code,1,1,0,0
cringesexualism,1,1,0,0
clayton,1,0,1,0
delusion,1,1,0,0
parlament,1,1,0,0
takes,1,1,0,0
hu,1,1,0,0
discordapp,1,1,0,0
esther,1,1,0,0
story,1,1,0,0
minor,1,1,0,0
legarda,1,1,0,0
life,1,2,-1,0
got,1,1,0,0
nsw,1,1,0,0
number,1,2,-1,0
cringesidebar,1,1,0,0
yoktur,1,1,0,0
transgenders,1,1,0,0
protecting,1,2,-1,0
projeto,1,1,0,0
rodrigues,1,1,0,0
mazzini,1,1,0,0
sas,1,1,0,0
matthew,1,1,0,0
personas,1,1,0,0
controversial,1,1,0,0
japaneselawtranslation,1,1,0,0
invasive,1,1,0,0
affichtexte,1,1,0,0
actualidad,1,1,0,0
item,1,1,0,0
bunlarin,1,1,0,0
period,1,1,0,0
outlaws,1,1,0,0
legabibo,1,1,0,0
texas,1,1,0,0
neurosis,1,1,0,0
intergroup,2,3,-1,0
speaking,1,1,0,0
exploit,1,1,0,0
igualdad,1,1,0,0
vargas,1,1,0,0
economist,1,1,0,0
infertile,1,0,1,0
newspapers,1,1,0,0
npr,1,1,0,0
centered,1,1,0,0
diddling,1,1,0,0
quer,1,1,0,0
categorielien,1,1,0,0
hoy,3,3,0,0
nonbinary,3,4,-1,0
expressions,3,3,0,0
anna,3,3,0,0
stm,3,4,-1,0
senado,3,3,0,0
exclude,3,3,0,0
impossible,3,7,-4,0
necesita,3,3,0,0
descriptions,3,3,0,0
iceland,3,11,-8,0
tgeu,3,5,-2,0
replacing,3,3,0,0
algo,3,3,0,0
especially,3,3,0,0
socially,3,3,0,0
costa,3,4,-1,0
ireland,3,3,0,0
understanding,3,3,0,0
polygender,3,3,0,0
mcp,3,3,0,0
including,3,5,-2,0
edition,3,3,0,0
thumb,3,3,0,0
hdl,3,3,0,0
leyes,3,3,0,0
post,3,3,0,0
egypt,2,4,-2,0
illegal,2,3,-1,0
witnesses,2,2,0,0
argentina,2,4,-2,0
house,2,3,-1,0
ionline,2,2,0,0
vancouver,2,3,-1,0
denmark,2,7,-5,0
affirming,2,5,-3,0
importante,3,3,0,0
genders,3,3,0,0
procedures,3,3,0,0
transsexuality,3,3,0,0
require,3,3,0,0
approves,3,3,0,0
pdf,3,6,-3,0
children,3,4,-1,0
manual,3,3,0,0
cedula,3,3,0,0
regarding,3,3,0,0
replaced,3,3,0,0
publishing,3,3,0,0
greece,3,4,-1,0
family,3,3,0,0
designation,3,3,0,0
facilitates,3,3,0,0
scmp,3,3,0,0
partner,3,3,0,0
traditional,3,3,0,0
insurance,3,3,0,0
map,3,4,-1,0
parl,3,3,0,0
fmln,3,3,0,0
billtrack,3,3,0,0
gs,3,1,2,0
que,3,4,-1,0
breadth,3,3,0,0
costarica,3,3,0,0
gob,3,3,0,0
men,3,5,-2,0
genderqueer,3,3,0,0
se,3,3,0,0
cispes,3,3,0,0
conversion,3,6,-3,0
lei,3,3,0,0
degree,3,3,0,0
amnesty,3,6,-3,0
security,3,3,0,0
terms,3,3,0,0
pakistan,3,5,-2,0
diagnostic,3,3,0,0
anneleri,3,3,0,0
disorders,3,3,0,0
outside,3,3,0,0
signed,3,6,-3,0
provided,3,4,-1,0
making,3,6,-3,0
doi,3,3,0,0
times,3,6,-3,0
cl,3,3,0,0
greater,3,3,0,0
cringesexual,3,3,0,0
crear,3,3,0,0
php,3,3,0,0
r,3,3,0,0
pangender,3,3,0,0
red,3,2,1,0
du,3,3,0,0
ill,3,3,0,0
periodical,3,0,3,0
rica,3,4,-1,0
proponen,3,3,0,0
hell,3,3,0,0
ec,3,2,1,0
reglamentos,3,3,0,0
victory,3,1,2,0
globally,3,3,0,0
defacto,2,4,-2,0
major,2,2,0,0
media,2,2,0,0
high,2,2,0,0
outright,2,2,0,0
action,2,2,0,0
istscare,2,2,0,0
right,2,7,-5,0
changement,2,2,0,0
etiquetas,2,2,0,0
cccccc,2,2,0,0
stage,2,4,-2,0
gc,2,2,0,0
cringegender,2,2,0,0
jennifer,2,1,1,0
ecuadortimes,2,2,0,0
eu,2,5,-3,0
toronto,2,5,-3,0
teni,2,2,0,0
recognised,2,4,-2,0
buzzfeed,2,2,0,0
biological,2,2,0,0
ambiguous,2,2,0,0
report,2,2,0,0
continue,2,0,2,0
committee,2,2,0,0
morning,2,2,0,0
y,2,2,0,0
cbc,2,2,0,0
refugee,2,2,0,0
nbsp,2,8,-6,0
mexico,2,3,-1,0
parlamento,2,2,0,0
mp,2,2,0,0
waseda,2,2,0,0
fichadetramitacao,2,2,0,0
france,2,3,-1,0
jeff,2,1,1,0
minors,2,2,0,0
sinetiquetas,2,2,0,0
fr,2,2,0,0
society,2,2,0,0
grodzka,2,2,0,0
newsite,2,2,0,0
finland,2,10,-8,0
newstatesman,2,2,0,0
anos,2,2,0,0
says,2,2,0,0
hc,2,2,0,0
si,2,2,0,0
daily,2,2,0,0
form,2,2,0,0
euronews,2,2,0,0
aos,2,2,0,0
apple,2,2,0,0
sociedad,2,2,0,0
lgtb,2,2,0,0
female,2,5,-3,0
assent,2,3,-1,0
goes,2,2,0,0
botswana,2,3,-1,0
apnews,2,3,-1,0
o,2,2,0,0
direito,2,2,0,0
effect,2,2,0,0
ni,2,2,0,0
jp,2,2,0,0
complex,2,19,-17,0
hungarian,2,2,0,0
enacted,2,3,-1,0
attraction,2,2,0,0
relid,2,2,0,0
short,2,2,0,0
actual,2,2,0,0
public,2,4,-2,0
lgbtqnation,2,2,0,0
passed,2,8,-6,0
permitir,2,2,0,0
al,2,2,0,0
transvestism,2,2,0,0
male,2,5,-3,0
slovak,2,4,-2,0
pinknews,2,2,0,0
edu,2,3,-1,0
pravda,2,2,0,0
european,2,4,-2,0
cabinet,2,3,-1,0
doc,2,4,-2,0
exam,2,2,0,0
tw,2,2,0,0
legality,2,19,-17,0
files,2,2,0,0
detalle,2,2,0,0
check,2,7,-5,0
legisinfo,2,2,0,0
pginas,2,2,0,0
say,2,2,0,0
monitor,2,2,0,0
unclear,2,32,-30,0
republic,2,5,-3,0
finnish,2,0,2,0
option,2,3,-1,0
flag,3,236,-233,1
yes,7,95,-88,1
legal,57,152,-95,1
prohibited,2,105,-103,1
transsexual,61,57,4,2
cite,33,69,-36,2
news,45,72,-27,2
identity,55,76,-21,2
com,56,73,-17,2
transgender,186,223,-37,2
mow,60,60,0,2
went,60,60,0,2
man,137,139,-2,2
rights,65,95,-30,2
august,71,72,-1,2
title,75,111,-36,2
people,80,92,-12,2
live,86,91,-5,2
status,127,146,-19,2
gender,134,201,-67,2
